time,temperature,cpu_temp,magnet_x,magnet_y,magnet_z,gyro_pitch,gyro_roll,gyro_yaw,accel_pitch,accel_roll,accel_yaw,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,lat,long,elev
1650247358307998715,34.01346969604492,45.764,36.848079681396484,8.368953704833984,13.836871147155762,328.8528893846378,66.10382071200152,278.024752600424,328.8085068154111,66.09230501306088,278.0244862230463,-0.0006456263363361359,-0.0011662095785140991,0.0004440024495124817,0.02025200054049492,0.030499998480081558,0.015371999703347683,-12.036471922468996,27.760387698828275,417.4133012576533
1650247358426193497,34.066810607910156,45.277,36.87495803833008,8.637431144714355,13.68758487701416,328.80395790942384,66.06889795477524,278.0261801099605,328.8045145698412,66.0600255390434,278.02618694014967,0.0017976723611354828,0.0006662830710411072,0.0010547824203968048,0.020495999604463577,0.029279999434947968,0.013907999731600285,-12.030981222004733,27.764507014306226,417.41158130041487
1650247358561119362,34.04903030395508,44.79,36.82932662963867,8.857593536376953,13.399971961975098,328.8234854202609,66.07576912508027,278.02397395885856,328.81183653263145,66.09670365488637,278.02410373245283,-0.002477932721376419,0.0018878057599067688,-0.00016715936362743378,0.020983999595046043,0.03171999752521515,0.011711999773979187,-12.025018518289766,27.76898016807668,417.4097138565292
1650247358692111045,34.04903030395508,44.79,36.649986267089844,8.781144142150879,13.646230697631836,328.7690078314409,66.30419797168219,278.03029188384085,328.8778366505813,66.1506758097078,278.03842663914236,0.0008820705115795135,-0.0008614286780357361,-0.0004726015031337738,0.02122800052165985,0.03294000029563904,0.016103999689221382,-12.01823603356147,27.77406796447138,417.4075901333464
1650247358810926004,33.995689392089844,44.303,36.77713394165039,8.864054679870605,13.562779426574707,328.9142278984791,66.02666689513705,278.0381807523322,328.90152033152833,66.00438681806448,278.0380304881705,0.002103511244058609,5.48437237739563e-05,0.0010542944073677063,0.020739998668432236,0.030988000333309174,0.01512799970805645,-12.011654999447588,27.779004291437516,417.4055299621003
1650247358937842581,33.94234848022461,45.277,36.57522201538086,8.904753684997559,13.40768051147461,328.8627863287452,66.04249927363314,278.04051667702834,328.79871573923583,66.02115493247685,278.0398336581113,-0.0015611536800861359,-0.0011667385697364807,0.0016647931188344955,0.01878799870610237,0.032207999378442764,0.01659199967980385,-12.005683399878947,27.78348319010146,417.40366097638514
1650247359069054521,34.04903030395508,44.79,36.55680465698242,8.66289234161377,13.243228912353516,328.8479682333408,66.06354991665512,278.0428252809678,328.8869208021774,66.02548527241063,278.0435629413982,0.0014930814504623413,0.001276656985282898,0.00044295378029346466,0.020739998668432236,0.031231999397277832,0.013663999736309052,-11.999299706610612,27.788270855908692,417.40166343912074
1650247359188729689,34.04903030395508,44.303,36.700706481933594,8.792486190795898,13.696807861328125,328.93038471096077,66.03388640508976,278.04368588480327,328.9419892023606,65.98897108110775,278.0439454319917,0.0005767196416854858,0.0012764260172843933,-0.0010838843882083893,0.019276000559329987,0.030743999406695366,0.015859998762607574,-11.992710154200216,27.793212569486332,417.3996019468515
1650247359315648859,33.977909088134766,44.79,36.693111419677734,8.826621055603027,14.095603942871094,328.9456570139449,65.80467891692247,278.0430984885346,328.89773640672814,65.7541969887669,278.04188271486237,-0.0009505040943622589,-0.0005560964345932007,-0.0007782503962516785,0.02000799961388111,0.030988000333309174,0.012443999759852886,-11.9866971475675,27.797721609108073,417.39772123120946
1650247359446783059,34.04903030395508,44.303,36.63119888305664,8.663859367370605,13.776847839355469,328.98265614867887,65.56886663582777,278.0445806395845,328.97462726130954,65.49432195122625,278.0442869414502,0.002714443951845169,-0.0008615478873252869,-0.0013888664543628693,0.01756799966096878,0.030743999406695366,0.007319999858736992,-11.980317358970957,27.802505374530018,417.39572622184517
